GeneID,GeneSymbol,Gene_AltReads_N2,Gene_AltReads_PRDE1,Gene_TotalReads_N2,Gene_TotalReads_PRDE1,Rate_N2,Rate_PRDE1,Log2FC
WBGene00007982,pxd-1,12,120,4548,43295,0.002638522427440633,0.0027716826423374525,0.0710318318582743
WBGene00009637,nspc-13,2,6,1617,4618,0.0012368583797155227,0.00129926375054136,0.0710140064207024
WBGene00003231,mex-6,1307,1075,687870,538620,0.0019000683268640876,0.0019958412238684047,0.07094565470521814
WBGene00021906,Y55B1AR.2,517,454,194602,162693,0.0026567044531916424,0.002790531860620924,0.07090237509970711
WBGene00013917,cdk-11.2,142,141,66103,62490,0.0021481627157617657,0.002256361017762842,0.07089464087999325
WBGene00011490,T05F1.4,281,196,123433,81968,0.0022765386890053712,0.002391177044700371,0.07087897464280256
WBGene00022126,Y71F9B.2,294,318,100247,103236,0.0029327560924516443,0.003080320818319191,0.07082352484865548
WBGene00005663,sars-1,1225,1383,518677,557549,0.002361778139381542,0.002480499471795304,0.07075720274676776
WBGene00011985,T24D1.2,1078,1011,398295,355676,0.0027065366123099712,0.002842474611725278,0.07069955933490103
WBGene00017500,pud-2.2,91,1258,34184,449983,0.002662064123566581,0.002795661169421956,0.07064419532474092
WBGene00002295,let-19,832,640,285997,209485,0.002909121424350605,0.003055111344487672,0.07064144586693533
WBGene00000866,cyb-2.1,193,170,132364,111021,0.0014581003898340938,0.0015312418371299123,0.07061210103396219
WBGene00009923,F52B5.7,3,1,7419,2355,4.043671653861706e-4,4.246284501061571e-4,0.07053517988979227
WBGene00011831,T19B10.2,17,19,8048,8566,0.0021123260437375746,0.0022180714452486577,0.07047330010773084
WBGene00012216,W02D9.10,5,5,1659,1580,0.0030138637733574444,0.0031645569620253164,0.070389327891398
WBGene00000226,atl-1,1005,852,412587,333123,0.002435849893477012,0.00255761385434209,0.07037323267252212
WBGene00012326,W07E11.1,1367,1424,533409,529252,0.002562761408225208,0.002690589737969814,0.07022325441015444
WBGene00001812,haf-2,668,609,258014,224082,0.0025890067980807244,0.002717755107505288,0.07001670965973912
WBGene00020382,T09B4.8,93,162,42252,70115,0.0022010792388525986,0.0023104899094345006,0.06998770567347697
WBGene00017085,E01A2.2,2322,1999,865825,710113,0.0026818352438425777,0.002815044929468972,0.06993733931391803
WBGene00022052,Y67D2.2,282,264,95027,84755,0.0029675776358298166,0.003114860480207657,0.06988177077387636
WBGene00019074,cpd-1,47,43,23271,20284,0.0020196811482102186,0.0021198974561230524,0.06986693098636546
WBGene00004315,rbd-1,1167,1066,461228,401437,0.002530201982533584,0.0026554602590194726,0.06970938069332176
WBGene00004984,spn-4,3738,3221,1866393,1532459,0.0020027936238509255,0.0021018506857279707,0.06964641717085404
WBGene00010908,imph-1,1422,1307,658565,576801,0.0021592401661187583,0.0022659461408700747,0.06958985110362083
WBGene00014243,dcaf-1,1546,1497,602329,555798,0.002566703578941077,0.0026934245895091384,0.06952498025272837
WBGene00020171,T02H6.1,726,605,219525,174334,0.0033071404168090197,0.0034703500177819587,0.0694968778952696
WBGene00002078,xpo-1,2066,1760,1033482,839034,0.0019990672309725763,0.002097650393190264,0.06944725744711018
WBGene00019890,R05F9.6,646,675,270951,269810,0.0023841949282342565,0.0025017604981283125,0.0694414888843679
WBGene00000865,cyb-1,848,707,429737,341490,0.001973299948573197,0.0020703388093355588,0.06925661548624526
WBGene00004481,rps-12,1800,1807,817923,782630,0.002200696153549906,0.0023088815915566743,0.0692342195074047
WBGene00004433,rpl-21,3579,3790,1704604,1720529,0.002099607885467827,0.0022028108796771227,0.06922571810503399
WBGene00022203,Y73B3A.1,842,618,304557,213062,0.0027646713094757304,0.0029005641550346847,0.06922556009013738
WBGene00004807,skr-1,533,521,223576,208314,0.0023839768132536588,0.0025010320957784883,0.06915336765986325
WBGene00018420,F44E2.7,682,594,253808,210714,0.0026870705415116937,0.00281898687320254,0.06914256415366515
WBGene00001563,gei-6,961,713,380379,269046,0.0025264275893253836,0.002650104443106383,0.06895038771652316
WBGene00004782,set-2,2081,1516,432650,300489,0.004809892522824454,0.005045109804352239,0.06888101193002019
WBGene00018316,F41H10.3,1106,1005,458541,397241,0.0024119980546995798,0.002529950332417852,0.06888031874766798
WBGene00019322,ahcy-1,9953,10826,2651524,2749943,0.0037536903305419827,0.003936808872038439,0.068717036280548
WBGene00006829,unc-101,329,349,116186,117517,0.002831666465839258,0.0029697830952117566,0.0687062200269509
WBGene00021208,Y18H1A.2,343,373,114282,118506,0.0030013475437951735,0.0031475199567954364,0.06860513854959682
WBGene00001329,epn-1,134,118,81928,68798,0.0016355824626501318,0.0017151661385505393,0.06854383004225277
WBGene00010793,LLC1.2,121,166,74617,97622,0.001621614377420695,0.0017004363770461576,0.06847424258929997
WBGene00013020,Y48G10A.3,199,216,84963,87947,0.0023421960147358262,0.002456024651210388,0.06846322337221222
WBGene00016937,tag-294,108,122,40899,44060,0.002640651360668965,0.0027689514298683614,0.0684459093790387
WBGene00000466,cel-1,499,405,219018,169527,0.002278351551014072,0.002388999982303704,0.06841647017333338
WBGene00001086,dpy-27,350,260,126689,89754,0.00276267079225505,0.002896806827550861,0.06839982552245655
WBGene00008081,athp-1,531,431,237398,183786,0.002236750098989882,0.0023451187794500125,0.06825691636376824
WBGene00003220,mes-2,487,442,193405,167424,0.00251803210878726,0.0026400038226299695,0.06824333879763243
WBGene00001331,erd-2.1,83,99,32532,37012,0.0025513340710684863,0.0026748081703231383,0.0681836117656251
WBGene00004125,mdt-30,514,397,200794,147938,0.002559837445341992,0.0026835566250726656,0.06809413119562893
WBGene00001914,his-40,142,156,68008,71270,0.0020879896482766734,0.002188859267574014,0.06806464019869783
WBGene00017934,F30B5.4,304,364,107122,122357,0.002837885775097552,0.002974901313369893,0.06802528848913937
WBGene00004999,spp-14,209,268,108319,132505,0.0019294860550780565,0.002022565186219388,0.06796958354575919
WBGene00020948,era-1,747,557,456286,324599,0.001637131097601066,0.0017159633886734092,0.06784891816046953
WBGene00008166,saps-1,791,634,329499,251968,0.0024006142659006554,0.002516192532385065,0.06783870973391931
WBGene00045156,T02E1.9,671,503,129719,92776,0.0051727194936747895,0.005421660774338191,0.0678118894367948
WBGene00018409,F44B9.8,336,352,121769,121711,0.0027593229803973096,0.0028920968523798176,0.06780153209933122
WBGene00004400,rom-1,20,29,6650,9201,0.0030075187969924814,0.003151831322682317,0.06761657352794823
WBGene00001905,his-31,62,53,22048,17985,0.002812046444121916,0.0029469001946066165,0.06757777785787324
WBGene00001978,hmp-1,879,744,359086,290044,0.0024478815659758385,0.0025651280495373116,0.06749708715237936
WBGene00014251,gstk-1,64,84,24347,30495,0.002628660615270875,0.002754549926217413,0.06748872346340912
WBGene00015203,cdk-11.1,1318,1320,516224,493404,0.0025531552194396233,0.002675292458107352,0.06741536366937637
WBGene00022702,cutc-1,308,269,107420,89536,0.002867250046546267,0.0030043781272337386,0.06739867573986608
WBGene00004736,sca-1,5460,5966,2271044,2368251,0.0024041806323435388,0.00251915865336909,0.0673966904581412
WBGene00016588,hpo-12,144,132,52630,46044,0.002736082082462474,0.0028668230388324213,0.06734134197232794
WBGene00004728,sax-2,1741,1409,755654,583697,0.00230396451285906,0.0024139236624481537,0.06726155761161134
WBGene00011994,samp-1,681,560,249365,195738,0.0027309365789104324,0.002860967211272211,0.06710715294511786
WBGene00000473,cey-2,6127,4814,2794592,2095931,0.0021924488440530853,0.002296831336527777,0.06710173805597335
WBGene00044357,nspc-6,8,14,13984,23363,5.720823798627002e-4,5.992381115438942e-4,0.06690647207035905
WBGene00009897,skpo-1,2688,2424,999331,860347,0.002689799475849343,0.0028174678356523587,0.06690051652577177
WBGene00021899,Y54H5A.1,820,740,281062,242151,0.002917505746063146,0.0030559444313672047,0.0668828126165845
WBGene00009007,otub-3,1170,1004,416830,341494,0.0028068996953194347,0.002940022372281797,0.06684962337778279
WBGene00002003,hse-5,672,544,224960,173866,0.0029871977240398294,0.00312884635293847,0.06683808096357456
WBGene00013150,pole-4,239,202,78584,63415,0.003041331568767179,0.003185366238271702,0.06675614735313457
WBGene00000081,ads-1,735,786,246016,251195,0.0029876105619146723,0.0031290431736300485,0.06672946099178304
WBGene00017608,F19F10.12,878,740,346475,278829,0.0025340933689299372,0.002653956367522747,0.06667497051208462
WBGene00014058,ZK673.2,553,566,221948,216906,0.0024915746030601763,0.002609425280997298,0.06667431998629651
WBGene00003082,lsm-8,85,84,37174,35078,0.0022865443589605637,0.002394663321740122,0.06665392646607846
WBGene00004883,smg-5,127,81,41706,25400,0.00304512540162087,0.003188976377952756,0.0665917698727024
WBGene00011986,T24D1.3,562,469,279476,222712,0.002010906124318367,0.0021058586874528537,0.06656289482730228
WBGene00006996,zyg-11,1274,943,589726,416867,0.0021603253036155774,0.0022621123763694414,0.06642202978172806
WBGene00007352,cdc-48.1,6422,5337,2627795,2085566,0.00244387404649145,0.0025590175520697977,0.06642010993626335
WBGene00007743,C26C6.9,10,17,5368,8715,0.0018628912071535022,0.0019506597819850832,0.0664187535501131
WBGene00011597,zim-1,324,250,132161,97390,0.0024515552999750303,0.002566998665160694,0.06638524070693748
WBGene00001001,dis-3,616,626,254100,246653,0.0024242424242424242,0.0025379784555630783,0.06614584692661488
WBGene00021855,Y54F10AR.2,29,58,13525,25839,0.002144177449168207,0.002244668911335578,0.06607835695204596
WBGene00013025,vha-13,1201,1386,645340,711425,0.0018610344934453155,0.0019482025512176267,0.06603888434774918
WBGene00019164,H06H21.8,17,24,13298,17934,0.0012783877274778162,0.0013382402141184342,0.06601163941137868
WBGene00020705,T22H9.1,831,876,221862,223417,0.00374557157151743,0.003920919178039272,0.06600601416334971
WBGene00007561,ccm-3,137,124,52159,45099,0.002626584098621523,0.0027495066409454756,0.06598499337706665
WBGene00001558,gdi-1,1094,1088,427090,405759,0.0025615209908918493,0.0026813946209449453,0.06598284213629999
WBGene00219935,F36H1.17,14,4,15692,4283,8.921743563599286e-4,9.339248190520663e-4,0.06598073612844925
WBGene00010044,F54C9.9,1224,948,380283,281386,0.003218655580186335,0.003369037549842565,0.06587830210988078
WBGene00196684,F59D8.3,1038,1280,725345,854603,0.0014310431587727219,0.0014977714798567287,0.06575034074323478
WBGene00005023,sqv-5,2495,2005,738928,567366,0.0033765130026200117,0.003533874077755805,0.06571652017088322
WBGene00014117,clec-91,266,243,138399,120804,0.0019219792050520596,0.002011522797258369,0.06569536171339058
WBGene00001596,gld-2,1257,989,571297,429484,0.0022002566090842416,0.002302763315979175,0.06569434419354292
WBGene00009393,clec-62,48,36,19795,14186,0.0024248547613033595,0.0025377132384040604,0.06563071538380691
WBGene00015355,C02F12.5,10,9,3507,3016,0.00285143997718848,0.0029840848806366046,0.06559790853909814
WBGene00022148,ddx-27,759,718,273220,246986,0.0027779811141204888,0.0029070473630084296,0.06551778543713643
WBGene00017483,lgc-22,9,25,4585,12171,0.0019629225736095966,0.002054062936488374,0.06547711888739982
WBGene00017165,F01F1.11,303,249,118612,93158,0.0025545476005800426,0.002672878335730694,0.0653263516965313
WBGene00012407,Y7A5A.1,137,220,60548,92928,0.0022626676355949,0.0023674242424242425,0.06529357823502703
WBGene00044440,adpr-1,257,217,90415,72969,0.002842448708731958,0.0029738656141649195,0.06520513871826258
WBGene00021832,Y54E10A.12,321,302,134171,120652,0.0023924693115501858,0.0025030666710870934,0.06519629958679687
WBGene00008973,F20D1.1,21,28,13591,17321,0.0015451401662865132,0.001616534842099186,0.06516688591354902
WBGene00000198,art-1,390,410,198250,199224,0.0019672131147540984,0.002057984981729109,0.06507919606963412
WBGene00002005,hsp-1,20075,19906,8532990,8088182,0.002352633719247298,0.0024611216710998837,0.06503925710239242
WBGene00012109,T28A8.3,361,324,129730,111302,0.0027827025360363834,0.0029109989038831286,0.06502759981505694
WBGene00002184,kel-1,2204,2382,920520,951031,0.002394298874549168,0.002504650216449306,0.06500588819404725
WBGene00006617,tars-1,2204,2382,920520,951031,0.002394298874549168,0.002504650216449306,0.06500588819404725
WBGene00000433,ceh-8,47,51,7435,7713,0.006321452589105582,0.0066122131466355505,0.06487712167882687
WBGene00045370,ZK265.11,47,51,7435,7713,0.006321452589105582,0.0066122131466355505,0.06487712167882687
WBGene00020798,T25D3.4,130,117,71396,61440,0.001820830298616169,0.001904296875,0.06466193923462435
WBGene00008936,papl-1,541,393,151815,105458,0.0035635477390244708,0.003726602059587703,0.06454651941227521
WBGene00001328,epi-1,1409,2066,598654,839431,0.0023536132724411764,0.002461190973409369,0.06447931913533515
WBGene00009542,copb-2,1469,1300,649813,549922,0.0022606503717223264,0.0023639716177930687,0.06447482977961297
WBGene00008622,F09C8.2,60,251,20843,83385,0.002878664299764909,0.0030101337170954008,0.06442801983209144
WBGene00044326,tag-322,508,433,179974,146704,0.0028226299354351184,0.002951521430908496,0.06441882241092652
WBGene00007091,eri-12,296,300,138218,133994,0.0021415445166331447,0.0022389062196814784,0.06414243269337122
WBGene00020284,mel-46,1146,1194,382172,380878,0.0029986498225929685,0.003134862081821476,0.06408891660852103
WBGene00015007,ain-2,870,767,309446,260968,0.0028114759925802887,0.002939057662242114,0.06402593628561137
WBGene00022042,icd-2,1862,2025,720630,749794,0.0025838502421492307,0.002700741803748763,0.06383326691562645
WBGene00003034,lin-49,637,548,261586,215300,0.002435145611768214,0.0025452856479331164,0.06381953151882548
WBGene00001094,dars-1,496,512,264484,261206,0.0018753497376022745,0.0019601387410702665,0.06379610202291135
WBGene00003801,npp-15,1574,1182,532720,382746,0.002954647845021775,0.0030882099355708484,0.06378463944409024
WBGene00017164,eng-1,27,25,15136,13409,0.0017838266384778013,0.0018644194197926765,0.0637510316931419
WBGene00007505,pezo-1,751,755,323247,310933,0.002323300757624974,0.002428175844956952,0.06369697620249555
WBGene00006793,unc-59,797,666,273879,218983,0.002910044216606604,0.0030413319755414805,0.06366222754293242
WBGene00011820,T18D3.1,123,100,45067,35059,0.0027292697539219386,0.002852334635899484,0.06362825480966067
WBGene00012148,inos-1,363,335,157286,138915,0.002307897714990527,0.002411546629233704,0.06337942027049447
WBGene00016002,C18H9.3,2285,2007,806869,678287,0.0028319343040815797,0.002958924467076621,0.06328507129235582
WBGene00009925,F52B11.2,166,146,68463,57634,0.002424667338562435,0.0025332269146684247,0.06318948788563486
WBGene00022463,elpc-1,1277,873,446726,292318,0.00285857550265711,0.0029864736348770857,0.06314658924017565
WBGene00001879,his-5,452,327,220747,152862,0.0020475929457704975,0.0021391843623660557,0.06313188317477479
WBGene00000098,air-1,375,331,226098,191040,0.0016585728312501658,0.0017326214405360134,0.0630141101755779
WBGene00018610,F48E8.3,436,447,170812,167643,0.0025525138749034025,0.002666380343945169,0.06296378402629264
WBGene00018519,F46H5.3,3956,5303,1651256,2119049,0.0023957520820514808,0.002502537694975435,0.0629131776660251
WBGene00013017,Y48E1C.4,260,289,93577,99578,0.0027784605191446617,0.0029022474843841007,0.06288480780626537
WBGene00003955,pcn-1,824,752,297400,259855,0.0027706792199058508,0.0028939216101287256,0.06278615299513708
WBGene00021922,atg-3,261,234,104054,89321,0.002508312991331424,0.0026197646690028103,0.0627198404626026
WBGene00006528,tba-1,3977,3103,1529404,1142584,0.002600359355670575,0.002715774070002731,0.0626524545269562
WBGene00022301,cpsf-1,779,548,304316,204986,0.002559839114604556,0.002673353302176734,0.0625973723654801
WBGene00006382,taf-1,1174,874,435919,310746,0.002693160885393846,0.002812586485425396,0.06259704220602866
WBGene00009130,F25H5.8,41,66,12364,19058,0.0033160789388547397,0.003463112603631021,0.06259094732368889
WBGene00017686,tpp-2,1817,1879,779786,772178,0.002330126470595779,0.0024333767602806606,0.06255144924984193
WBGene00012769,hrpu-1,3918,3324,1288126,1046486,0.0030416279152815796,0.00317634445181302,0.06252369306658785
WBGene00010000,F53F8.3,352,204,109254,60637,0.0032218500009152983,0.003364282533766512,0.06240954045882036
WBGene00185086,F59A3.12,110,101,49667,43675,0.0022147502365755935,0.0023125357756153407,0.06233167342330477
WBGene00016811,C50D2.8,599,515,225797,185926,0.002652825325402906,0.0027699192151716275,0.06231421580488226
WBGene00013096,mcd-1,997,797,360171,275753,0.0027681295828925704,0.0028902677396075473,0.06229166217291404
WBGene00003928,pas-7,1773,1560,576548,485850,0.003075199289564789,0.003210867551713492,0.062283247188952146
WBGene00008940,F18H3.4,51,52,27689,27040,0.0018418866697966702,0.0019230769230769232,0.062232175650791005
WBGene00008400,drh-3,1195,954,460912,352443,0.0025926858055333774,0.0027068206773861307,0.0621519305646305
WBGene00018866,nath-10,495,369,220626,157536,0.0022436158929591255,0.002342321755027422,0.06211355879202939
WBGene00017272,F08F8.7,128,166,42616,52941,0.0030035667354984044,0.003135566007442247,0.062049171270774174
WBGene00004313,rbc-1,690,773,257622,276465,0.0026783426881244613,0.002796013961984338,0.062031002708404934
WBGene00017541,F17E9.4,199,212,128423,131067,0.0015495666664071077,0.0016174933430993309,0.06189494995343078
WBGene00013007,Y48E1B.8,13,109,4487,36043,0.0028972587474927567,0.003024165580001665,0.06184859845711841
WBGene00007333,ufd-3,2415,1987,855059,674007,0.0028243665057031153,0.002948040598984877,0.06182907967596502
WBGene00007428,wdr-20,646,516,319088,244189,0.0020245198816627387,0.0021131172984860088,0.06179304207545835
WBGene00008378,ule-3,1079,1077,558608,534218,0.001931587087904219,0.002016030908730144,0.061731032991980656
WBGene00010435,JC8.2,440,483,184000,193524,0.002391304347826087,0.0024958144726235504,0.06171293739998555
WBGene00010325,exos-3,145,130,73099,62800,0.001983611266911996,0.002070063694267516,0.061545834029064564
WBGene00006815,unc-83,280,286,100444,98315,0.0027876229540838675,0.00290901693536083,0.06149625577652192
WBGene00012362,W09D10.4,254,259,109932,107425,0.0023105192300694973,0.0024109844077263207,0.061405223933293236
WBGene00269383,ZK384.7,63,61,10917,10130,0.005770816158285243,0.006021717670286278,0.061399696937291776
WBGene00015235,cdc-26,120,119,63043,59913,0.001903462715924052,0.00198621334268022,0.061394282221733265
WBGene00021324,rga-8,94,65,41445,27466,0.00226806611171432,0.00236656229520134,0.06133020482993417
WBGene00002247,lam-1,1498,1830,587292,687611,0.0025506902869441438,0.002661388488549485,0.061291386120108884
WBGene00194707,C53A5.17,144,109,52955,38417,0.002719289963176282,0.002837285576697816,0.06128137021904684
WBGene00009587,mig-38,2258,1956,748710,621602,0.003015853935435616,0.003146708022174961,0.06127676221863938
WBGene00022117,Y71F9AL.12,155,155,57938,55529,0.002675273568297145,0.0027913342577752165,0.061268468893124796
WBGene00011740,mrpl-51,362,334,145275,128466,0.0024918258475305453,0.0025999097037348404,0.061258275901378355
WBGene00003598,nhl-2,793,588,317562,225684,0.002497150162802854,0.0026054128781836552,0.06122943519881812
WBGene00007978,C36B1.11,356,296,199367,158903,0.0017856515872737213,0.0018627716279742987,0.061000201453640615
WBGene00044608,glrx-22,25,37,12782,18137,0.0019558754498513534,0.0020400286706732094,0.06077492565835293
WBGene00001018,dnc-2,191,182,81580,74530,0.0023412601127727386,0.002441969676640279,0.06076005963402025
WBGene00015297,sco-1,434,514,153850,174695,0.002820929476763081,0.0029422708148487365,0.060759443399343825
WBGene00010053,F54D5.9,252,221,131957,110952,0.0019097130125722774,0.0019918523325401978,0.060754846551297655
WBGene00000204,arx-6,41,50,31290,36588,0.001310322786832854,0.0013665682737509567,0.06063528755402067
WBGene00000871,cye-1,1133,1017,427005,367527,0.0026533647146988913,0.0027671436384265648,0.06057454119148727
WBGene00000868,cyb-3,2218,1870,801852,648246,0.0027660964866334436,0.0028847073487534053,0.060573484764648564
WBGene00012674,bed-1,115,96,31899,25535,0.0036051286874196685,0.003759545721558645,0.06050758845784636
WBGene00004477,rps-8,7698,8097,3293960,3322610,0.0023370046995106193,0.002436939634805168,0.060409879388913075
WBGene00006831,unc-104,49,75,20952,30755,0.0023386788850706377,0.002438627865387742,0.06037583524029605
WBGene00004453,rpl-39,132,141,87874,90019,0.001502150806837062,0.0015663359957342339,0.060364061298872534
WBGene00012936,pola-1,2341,1732,849639,602860,0.002755287834009503,0.0028729721660086917,0.06034097648149964
WBGene00003253,mig-22,666,598,254655,219291,0.002615303057077222,0.002726970099092074,0.06032074803674913
WBGene00000670,col-95,1055,1021,462380,429156,0.0022816730827457934,0.002379088256950852,0.060316694726135225
WBGene00007514,catp-8,770,686,360056,307645,0.0021385562245872865,0.0022298428383363943,0.06030489359105597
WBGene00012543,nkcc-1,882,896,343020,334220,0.0025712786426447436,0.0026808688887559095,0.06021470456407354
WBGene00000552,cmd-1,1681,1502,621377,532530,0.002705281978573394,0.0028204983756783654,0.060171128352397754
WBGene00019357,cpg-8,144,94,61441,38469,0.0023437118536482155,0.002443525955964543,0.06016922014146172
WBGene00019682,K12H4.7,988,908,517218,455968,0.0019102196752626551,0.0019913678152852833,0.06002116070465878
WBGene00004491,rps-22,1322,1316,482609,460858,0.002739277551806949,0.0028555433560879923,0.05996983775544008
WBGene00021076,W07E6.5,508,601,175948,199686,0.0028872166776547615,0.003009725268671815,0.05995242013969983
WBGene00000757,col-184,3242,5129,1505901,2285437,0.002152863966489165,0.0022442097506953813,0.05995035845013634
WBGene00002280,let-2,6042,7798,2351574,2911557,0.0025693429167017497,0.002678292061601404,0.05991383980581729
WBGene00017275,F08F8.10,346,313,130903,113606,0.002643178536779142,0.0027551361723852615,0.059849748745522936
WBGene00010351,cbd-1,15915,12094,7437465,5422274,0.0021398420026178273,0.0022304295208984276,0.059817283544566016
WBGene00006604,tra-1,1000,940,394251,355554,0.002536455202396443,0.0026437615664568533,0.059778389501604516
WBGene00013575,acs-5,173,265,75156,110456,0.0023018787588482623,0.0023991453610487435,0.05970872329370892
WBGene00015933,C17H12.8,204,258,161081,195462,0.0012664435904917403,0.0013199496577339842,0.05970008847526994
WBGene00008990,smgl-1,1084,891,416768,328695,0.0026009674447174448,0.0027107196641263176,0.05962757921378837
WBGene00014164,lact-2,233,349,78213,112419,0.002979044404382903,0.0031044574315729546,0.059491521595009346
WBGene00021595,Y46E12BL.2,1538,1194,541866,403686,0.0028383401062255244,0.0029577443854877307,0.059449905305375916
WBGene00004068,pnk-1,397,532,186307,239583,0.002130891485558782,0.0022205248285562832,0.05944357616861213
WBGene00012316,ctps-1,1648,1618,568136,535301,0.00290071391356999,0.00302259850065664,0.05938133988705913
WBGene00003037,lin-54,443,289,170113,106503,0.0026041513582148335,0.002713538585767537,0.05936212043846059
WBGene00000713,col-140,8354,12064,3625012,5024497,0.002304544095302305,0.002401036362445833,0.059175880036193375
WBGene00045126,C14C10.8,29,20,11383,7535,0.0025476587894228235,0.0026542800265428003,0.059148514171287234
WBGene00011819,hal-2,260,224,95179,78708,0.002731695016757898,0.002845962290999644,0.05912012501539952
WBGene00022014,Y61A9LA.1,95,130,33608,44145,0.002826707926684123,0.002944840865330162,0.059066852635110606
WBGene00009314,F32B4.4,498,440,180159,152792,0.0027642249346410673,0.002879731923137337,0.059059498486283266
WBGene00005648,srp-7,624,569,248314,217350,0.002512947316703851,0.0026178974005060963,0.05902813111185828
WBGene00011988,har-2,698,691,246743,234497,0.002828854314002829,0.002946732794022951,0.05889836479122954
WBGene00016250,hsp-110,4671,5248,2066625,2229119,0.002260206859009254,0.0023542933329265955,0.05883926676354719
WBGene00010740,K10D3.6,9,17,2461,4463,0.0036570499796830555,0.003809097019941743,0.058768691014331916
WBGene00022074,Y69A2AR.1,445,424,167627,153346,0.0026547035978690785,0.002764988979171286,0.058722939418449284
WBGene00015296,gtf-2F1,902,974,307055,318343,0.002937584471837293,0.0030595929547689127,0.05870939320417246
WBGene00012762,Y41E3.1,981,868,395239,335783,0.002482042510987023,0.0025850028143175803,0.058638025891900813
WBGene00011885,T21B10.3,1172,1009,554166,458134,0.002114889762273398,0.0022024123946268997,0.058502168754817015
WBGene00011279,asd-1,141,138,66799,62784,0.002110810042066498,0.002198012232415902,0.05840266301610516
WBGene00018294,atg-18,253,217,133606,110049,0.0018936275316976782,0.0019718489036701834,0.058396420081440706
WBGene00011242,R11D1.1,358,376,126096,127185,0.002839106712346149,0.00295632346581751,0.058367054373256705
WBGene00011573,anmt-3,28,28,12088,11609,0.002316346790205162,0.002411921784822121,0.05833186190251428
WBGene00001520,gas-1,433,541,183962,220748,0.002353746969482828,0.0024507583307663036,0.05826898975812224
WBGene00021986,Y59C2A.3,673,513,216244,158318,0.0031122250790773386,0.00324031379880999,0.058187132325954044
WBGene00000789,cpz-2,257,287,80909,86784,0.0031764080633798464,0.003307061209439528,0.05815348521744108
WBGene00003821,nst-1,1653,1755,633513,646185,0.0026092597941952257,0.0027159404814410732,0.057811268913264095
WBGene00003236,mif-3,37,38,11966,11808,0.0030920942670900884,0.003218157181571816,0.0576504894091955
WBGene00018427,F44E7.5,112,148,48667,61799,0.0023013541003143816,0.0023948607582646966,0.05745879492106028
WBGene00021534,mvk-1,705,603,278962,229304,0.0025272259304134613,0.002629696821686495,0.05734183554418204
WBGene00004172,pqn-92,90,89,32115,30522,0.0028024287716020553,0.0029159294934801125,0.05727813104696601
WBGene00006725,ubl-1,5034,5504,1891666,1987854,0.00266114631229826,0.002768815013577456,0.05722083622794519
WBGene00013985,sec-16,981,857,346151,290640,0.0028340233019693716,0.0029486650151390034,0.057210313007816205
WBGene00013217,ddl-3,436,419,146997,135782,0.002966046926127744,0.0030858287549159684,0.05711658016627637
WBGene00015204,B0495.5,104,94,55060,47839,0.001888848528877588,0.0019649240159702337,0.05696651091810333
WBGene00000292,cap-1,365,349,150683,138503,0.0024223037768029572,0.0025198010151404665,0.05693000859294927
WBGene00017127,E04F6.8,14,3,10709,2206,0.0013073116070594828,0.0013599274705349048,0.05692665100131048
WBGene00018950,F56C9.6,547,523,281873,259088,0.001940590265828937,0.002018619156425616,0.056873208613603586
WBGene00000697,col-123,67,50,12281,8811,0.0054555817930135985,0.005674724775848372,0.05681736705474245
WBGene00021732,Y49G5B.1,347,339,106715,100232,0.0032516515953708476,0.003382153404102482,0.056769412167388705
WBGene00004508,rrf-1,1164,874,452156,326408,0.002574332752412884,0.002677630450234063,0.056758317576717926
WBGene00015538,sams-3,708,411,241008,134511,0.002937661820354511,0.003055512188594241,0.056745911664603944
WBGene00006780,unc-44,1744,1864,653497,671542,0.0026687192137071786,0.0027757012964192856,0.056704800541800285
WBGene00020269,erfa-1,1164,1124,466371,432988,0.002495867024321838,0.0025959148983343647,0.05670201652322304
WBGene00018867,zhp-1,50,43,22104,18277,0.002262034020991676,0.002352683700826175,0.05668674736941894
WBGene00014228,mett-10,118,79,43833,28216,0.0026920356808797026,0.0027998298837538984,0.05664164051557795
WBGene00004414,rpl-3,6835,7567,3882831,4133194,0.001760313544421583,0.001830787521708393,0.05663194151733965
WBGene00007649,C17G1.2,69,101,28987,40797,0.002380377410563356,0.0024756722308012843,0.0566299880728106
WBGene00013132,strd-1,106,120,50672,55157,0.0020918850647300286,0.0021756078104320396,0.05661492300326206
WBGene00006499,tag-153,1096,871,456558,348874,0.0024005712308184284,0.002496603358232485,0.05658888989526482
WBGene00002264,lec-1,894,1184,280747,357538,0.0031843617206951456,0.00331153611644077,0.056496367691029975
WBGene00001196,egl-30,675,894,235579,300034,0.0028652808611973053,0.0029796623049387736,0.05647227242658366
WBGene00010051,F54D5.5,549,395,127992,88559,0.004289330583161448,0.0044603033006244425,0.05638930648088719
WBGene00000373,cyp-14A5,60,52,24754,20632,0.002423850690797447,0.002520356727413726,0.05632711348053567
WBGene00018145,F37C4.5,882,1151,340262,427041,0.0025921201897361446,0.0026952915528017218,0.05630872569358704
WBGene00003026,lin-41,2117,1509,1016574,696879,0.0020824848953445592,0.0021653687368969362,0.056306688425545086
WBGene00012383,ttr-17,159,210,72784,92452,0.0021845460540778194,0.002271448968113183,0.056279372555377634
